business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
maS4-kCcNIhBG3EZcTxn9g,"""Paul Hillier Photography""",Downtown Core,"""""",Toronto,ON,,43.653226,-79.3831843,4,10,1,Photographers;Event Planning & Services
ylyJCqOq8F0zO4YiMheQ-Q,"""Artisan Spa and Laser Centre""",Scarborough,"""5651 Steeles Avenue""",Toronto,ON,M1V 5P6,43.8317208,-79.2663275,1.5,6,1,Massage;Beauty & Spas;Day Spas
kBt12nJhnruF9NQ36vRSZA,"""Marvel Coffee Company""",Greektown,"""792 Carlaw Avenue""",Toronto,ON,M4K 1P8,43.678773,-79.3476315,4,11,1,Food;Coffee & Tea
XR3B1OS2p9tCaRIK-LtULg,"""Nova Era Bakery""",Dovercourt,"""980 Bloor Street W""",Toronto,ON,M6H 1L8,43.6613039,-79.4296841,3,24,1,Sandwiches;Coffee & Tea;Food;Restaurants;Bakeries
qyfRWnz7tVDaX7aH0IDLQw,"""Tremblett's Valu-Mart""",Mount Pleasant and Davisville,"""1500 Bayview Ave""",Toronto,ON,M4G,43.7035302,-79.374591,3.5,4,1,Food;Grocery
aKGnuINAtyP32v3Hl23j3Q,"""Chantal Milot RMT & Associates""",Yonge and Eglinton,"""2409 Yonge Street, Unit 304""",Toronto,ON,M4P 2E7,43.7103,-79.3989289,5,7,1,Health & Medical;Doctors;Massage Therapy;Physical Therapy;Massage;Osteopathic Physicians;Beauty & Spas
uEDTiYtWzFtJdJqRcPq8Lw,"""deKEFIR""",Downtown Core,"""333 Bay Street""",Toronto,ON,M5H 2R2,43.6503406,-79.3805207,4.5,93,1,Juice Bars & Smoothies;Desserts;Food;Ice Cream & Frozen Yogurt
xl-BIKCRGpOGXJRaM0jh2w,"""Kensington Fruit Market""",Kensington Market,"""36 St. Andrew Street""",Toronto,ON,M5T 1K6,43.6540803,-79.4003467,4.5,5,1,Grocery;Food
hsWx7ya8jLMhi8ZWX23Thg,"""Harvey's Restaurants""",Yonge and Eglinton,"""49 Eglinton Ave East""",Toronto,ON,M4P 1G6,43.70698305,-79.39649882,2,4,1,Fast Food;Burgers;Restaurants;American (Traditional)
9N68nM8Kwl8qeOqdEdMXXA,"""The UPS Store""",Yonge and Eglinton,"""34 Eglinton Ave W""",Toronto,ON,M4R 2H6,43.7066513,-79.3988617,1.5,3,1,Local Services;Post Offices;Shipping Centers;Printing Services;Couriers & Delivery Services;Public Services & Government
8z_O9Km2jkDneS8s8Gx7hA,"""Gabby's Eatery and Taps""",Corktown,"""189 King St. E.""",Toronto,ON,M4I 1E1,43.6505996,-79.3704249,2.5,19,1,Seafood;Canadian (New);Food;Pubs;Nightlife;Bars;Restaurants
EdG0l0bQ2VLm7c9iwRJ11A,"""Danh Vu Delivery & Assembly Service""",Scarborough,"""""",Toronto,ON,M1P 5C8,43.764782,-79.287998,5,5,1,Home Services;Furniture Assembly
i1bwc_MLGgOIJ8S0r2uu2w,"""Panera Bread""",Downtown Core,"""322 Yonge Street""",Toronto,ON,M5B 1R8,43.65711425,-79.38153416,3.5,97,1,Sandwiches;Soup;Restaurants;Breakfast & Brunch;Food;Bagels;Salad
4YVCTg53T7xRkFF4yKVj6Q,"""One A Minute Car Wash""",,"""822 Church St""",Toronto,ON,M4W 2M9,43.6720874,-79.3858493,1,15,1,Auto Detailing;Car Wash;Auto Repair;Automotive
GDaodklIFPCdpjkHlLU2tw,"""iBento""",University of Toronto,"""235 College Street""",Toronto,ON,M5T 1R2,43.6582842,-79.3979864,3,6,1,Sushi Bars;Restaurants
1DHn_VoWfG3LjqO2Ylb6pg,"""Target Park""",East York,"""65 Cadorna Avenue""",East York,ON,M4J 3W9,43.6924509,-79.339803,1,3,1,Parking;Automotive
tqyXPBc11DbHx4BRZXeLZA,"""Moksha Yoga Danforth""",Riverdale,"""372 Danforth Avenue""",Toronto,ON,M4K 1N8,43.6775174,-79.3521659,4,23,1,Active Life;Beauty & Spas;Day Spas;Fitness & Instruction;Massage;Yoga
cicPsia8Wj-DNRkmLbD_xg,"""The Keg Steakhouse + Bar - Yonge + Eglinton""",Yonge and Eglinton,"""2201 Yonge St""",Toronto,ON,M4S 2B2,43.70587341,-79.39781459,3.5,72,1,Bars;Nightlife;Restaurants;Seafood;Steakhouses
9chhHAiwQkR4rYY8B6TvvA,"""Jangwon""",Koreatown,"""708 Bloor Street W""",Toronto,ON,M6G 1L5,43.6638341,-79.4177528,3,73,1,Food;Barbeque;Korean;Restaurants;Do-It-Yourself Food
OT9ZX1RwbydJm-PassDQmQ,"""Scotiabank""",Harbourfront,"""41 Harbour Square""",Toronto,ON,M5J 2G4,43.6406058,-79.3770537,3,3,1,Banks & Credit Unions;Financial Services
oIsGEgWtz6aUVSLZvvcowA,"""New Kwality Refreshments""",Etobicoke,"""2652 Islington Avenue""",Toronto,ON,M9V,43.73833464,-79.56615609,4,3,1,Buffets;Food;Restaurants
MI0b4GygzprUf79urQJE9g,"""Toronto Guest Houses""",Niagara,"""733 Richmond Street W""",Toronto,ON,M6J 1C4,43.6454381,-79.4080879,4.5,3,1,Hotels & Travel;Vacation Rentals;Guest Houses;Bed & Breakfast
HpIMW1G5B5KTxvt1zdrdQw,"""Wayward Lounge""",Beaconsfield Village,"""1096 Queen Street W, 2nd Floor""",Toronto,ON,M6J 1H9,43.64368049,-79.42280536,1,3,1,Dance Clubs;Nightlife
Dbb5t1K_KXETgon8_W-atA,"""Lickin Chicken""",,"""25 Overlea Boulevard""",Toronto,ON,M4H 1P9,43.7048682,-79.3498238,3,3,1,Fast Food;Restaurants
3HwoIoJcV7yDi3RV7T-oDQ,"""Urban Curls Hair Studio""",Greektown,"""414 Danforth Avenue""",Toronto,ON,M4K 1P3,43.677852,-79.3511931,3.5,5,1,Beauty & Spas;Hair Salons
Ds7Q4ix3luhMmm0kFt2xVg,"""Laylow Beer Bar & Eatery""",Brockton Village,"""1144 College Street""",Toronto,ON,M6H 1B6,43.6524129,-79.4338167,4,16,1,Bars;Pubs;Gastropubs;Food;Restaurants;Breweries;Nightlife
iuUcV1ca8NB9QpYj-frJ6Q,"""Bread & Roses Bakery Cafe On Danforth""",Greektown,"""508 danforth Avenue""",Toronto,ON,M4K 1P6,43.6784115,-79.3488659,3,4,1,Coffee & Tea;Restaurants;Food;Bakeries;Cafes
zdxOrKy1GGyQcchr0qZvnQ,"""Dolly's Mojito Bar""",Bloordale Village,"""1285 Bloor Street W""",Toronto,ON,M6H 1N7,43.6582991,-79.4424949,4,25,1,Cocktail Bars;Mexican;Restaurants;Bars;Nightlife;Filipino
huMRN3RHNNTHKSqsjXh5Og,"""Coach House Shortbread Company""",Leslieville,"""235 Carlaw Avenue""",Toronto,ON,M4M 2S1,43.66337,-79.340819,3.5,5,1,Food;Bakeries
_RxOIjeOnTWrgTXoLxcrCg,"""Sushi Shop Exchange Tower""",Financial District,"""130 King Street West""",Toronto,ON,M5X 1A9,43.6483449,-79.3833074,4,13,1,Restaurants;Sushi Bars
OAL8ewSpHm4A26aCNeKSuA,"""Church Bella Variety""",Church-Wellesley Village,"""585 Church Street""",Toronto,ON,M4Y 2E4,43.6682234,-79.3817049,3,3,1,Convenience Stores;Food
l1SGwoX-qkd17XUNkrvskQ,"""Goldstruck Coffee""",Yorkville,"""130 Cumberland Street""",Toronto,ON,M5R,43.6702819,-79.3923225,3.5,33,1,Cafes;Food;Restaurants;Coffee & Tea
9JCjKd6eFXsAMVwouTh_4Q,"""Bath and Body Works""",Scarborough,"""1900 Eglintion Ave E""",Toronto,ON,M1L 2L9,43.7271887,-79.2930079,4,5,1,Beauty & Spas;Cosmetics & Beauty Supply;Shopping
PYwqK4TOEShtpH5eGSwUuQ,"""Toronto Quality Motors""",Scarborough,"""3293 Lawrence Avenue E""",Toronto,ON,M1H 1A5,43.7576851,-79.2354112,1,3,1,Automotive;Car Dealers
hTAlyYOgJXQ_6UrXMLDHhg,"""Motorcycle Towing Toronto""",,"""""",Toronto,ON,M4B,43.7063972,-79.309937,5,5,1,Motorcycle Repair;Towing;Automotive
4cIUCLqLuV2Y1ZlKfjjTPA,"""Flor de Sal""",South Hill,"""501 Davenport Road""",Toronto,ON,M4V 1B8,43.6775873,-79.4070502,4,28,1,Mediterranean;Restaurants;Modern European
TKQsft3JbRf3qRkU1eggrA,"""Antosha Cafe and Pastry Shop""",,"""5986 Bathurst Street""",North York,ON,M2R,43.7851525,-79.4458333,4,8,1,Bakeries;Russian;Food;Cafes;Restaurants
LOEZ8zDGly7s-laA1OBIEw,"""Bricco Wine Bar""",The Junction,"""3047 Dundas Street W""",Toronto,ON,M6P,43.6654815,-79.4709996,3.5,48,1,Bars;Nightlife;Wine Bars;Italian;Restaurants
4ixZ_8A1v-LOZJqdEkpb9g,"""Estates of Sunny Brook""",Lawrence Park,"""2075 Bayview Avenue""",Toronto,ON,M4N 3M5,43.72223431,-79.38034058,4,16,1,Event Planning & Services;Venues & Event Spaces
I-5KqUXhIs7Io1xe59maEg,"""Kula Yoga Annex""",,"""304 Brunswick Ave""",Toronto,ON,M5S,43.66576453,-79.40760791,3.5,41,1,Yoga;Fitness & Instruction;Active Life
Q_5dF2-lL9yARlNMpvUujA,"""My Treatment Space""",Niagara,"""901 King Street W, Suite 400, East Tower, 4th Floor""",Toronto,ON,M5V 3H5,43.64195898,-79.41108812,5,6,1,Health & Medical;Beauty & Spas;Massage;Massage Therapy
Ygrk0R6k0LP0xzd2NcTjQA,"""Breakout Team Adventures Inc.""",Scarborough,"""705 Progress Avenue, Suite 44""",Toronto,ON,M1H 2X1,43.7780962,-79.246548,3.5,13,1,Amusement Parks;Ticket Sales;Event Planning & Services;Active Life;Arcades;Arts & Entertainment;Party & Event Planning
_zeenPQaEoXQ7C71lOA2Lg,"""Superior Tire & Auto""",East York,"""3042 Avenue Danforth""",East York,ON,M4C 1N2,43.6913846,-79.2891461,4,6,1,Automotive;Tires;Auto Repair
LZiapN1JLUulrCSHVhrcKA,"""Auto Service A-1""",Trinity Bellwoods,"""1083 Dundas Street W""",Toronto,ON,M6J 1W9,43.649418,-79.418834,3,4,1,Automotive;Auto Repair
0JFw-sSWTMCxluix6U8Bgw,"""Nice One Nails""",Etobicoke,"""2261 Islington Avenue""",Toronto,ON,M9W 3W7,43.7151868,-79.5536706,1.5,3,1,Nail Salons;Beauty & Spas
kJdqE_WVw97Fs_tB8V7roA,"""Locksmith Care""",East York,"""72 Gamble Ave""",East York,ON,M4K 2H1,43.68975028,-79.35181223,4.5,7,1,Home Services;Keys & Locksmiths
mG1W5dAWGRTMuAolUCywGw,"""Rosemary Beauty Spa""",Leslieville,"""1555 Dundas Street E""",Toronto,ON,M4L 1K9,43.6670059,-79.3304126,2.5,9,1,Beauty & Spas;Massage;Day Spas;Nail Salons
SzfC5CWkFRap2X4bG_CtPg,"""Thai Express""",Bayview Village,"""2901 Bayview North York, Bayview Village""",Toronto,ON,M2K 1E6,43.76836133,-79.38706839,2,8,1,Thai;Food;Restaurants;Specialty Food;Ethnic Food;Imported Food
WOQNQx7SrMalJMXFENitpg,"""Ravi Soup""",Parkdale,"""1533 Queen Street W""",Toronto,ON,M6R 1A7,43.63932231,-79.4425679,4.5,5,1,Soup;Restaurants;Sandwiches
dGuQLP6T2Jg3IIES8Lb2bA,"""Potbelly Sandwich Shop""",The Annex,"""180 Bloor Street W""",Toronto,ON,M5S 2V6,43.66881,-79.3949978,3.5,18,1,Salad;Sandwiches;Restaurants;Food;Soup;Ice Cream & Frozen Yogurt
WuzlbXL7nda3SDFOEWaHZw,"""Holiday Inn Toronto-Yorkdale""",,"""3450 Dufferin Street""",Toronto,ON,M6A 2V1,43.7259809,-79.4588691,3,27,1,Hotels & Travel;Venues & Event Spaces;Event Planning & Services;Hotels
tkSOZ4ABxDxp1BTEiuhbgg,"""Remenyi House of Music""",The Annex,"""210 Bloor Street W""",Toronto,ON,M5S 1T8,43.6685013,-79.3959679,4,9,1,Musical Instruments & Teachers;Shopping
vL0pRgpfVFWs3njOuqPBmA,"""Bestview Park""",,"""""",Toronto,ON,M2M 2Y1,43.80236961,-79.38293695,3.5,3,1,Active Life;Parks
CI891LaZWis_bnbYzZekgQ,"""Secord Animal Hospital""",,"""3271 Yonge St""",Toronto,ON,M4N 2L8,43.729639,-79.4031477,3,9,1,Pets;Veterinarians
G2Ti46pDBxMjI7-1-JPjHQ,"""Hero Certified Burgers - Sheraton Centre Hotel""",Downtown Core,"""123 Queen Street W, Unit C 50""",Toronto,ON,M5H 3M9,43.6513951,-79.3830719,3.5,3,1,Food;Restaurants;Burgers
M-UEi9A08B4URLfrsql3BA,"""Itz A Wrap""",Liberty Village,"""129 Jefferson Avenue""",Toronto,ON,M6K 3E4,43.6395734,-79.4218554,3,13,1,Sandwiches;Restaurants;Salad
rMCRX4dUo2BmOIwcf_Q0SA,"""Thai Room""",The Danforth,"""2063 Danforth Avenue""",Toronto,ON,M4C,43.6854751,-79.3131434,3.5,49,1,Restaurants;Thai;Malaysian
QsmAf5T-ZuYPLk2cXkHbGg,"""Ruffles Hair Design""",,"""5997 Bathurst Street""",North York,ON,M2R 1Z3,43.7864089,-79.4457097,4,8,1,Hair Salons;Beauty & Spas
Hg7echwWVjhAKytWUFv3PA,"""Pink Tartan""",Yorkville,"""Flagship Store, 77 Yorkville Avenue""",Toronto,ON,M5R 1C1,43.6709766,-79.3913621,3,4,1,Women's Clothing;Shopping;Shoe Stores;Accessories;Fashion
oijKqVZ6C218_1UK1mwMkA,"""LF Optical""",Financial District,"""333 Bay Street, Unit 14 C""",Toronto,ON,M5H 2R2,43.651149,-79.3820954,5,4,1,Shopping;Eyewear & Opticians
RxPBu_lMhdQjrTHFTEy3_w,"""Hasty Market""",Downtown Core,"""300 Simcoe Street""",Toronto,ON,M5G 2A2,43.6561663,-79.3902426,2,4,1,Food;Convenience Stores
qWWVizgVxBaXXbE8Y-7-qA,"""Pizza Pizza""",Yonge and Eglinton,"""2295 Yonge Street""",Toronto,ON,M4P 2C6,43.7076725,-79.3981607,2.5,15,1,Pizza;Restaurants
OBJGQdn4N6jzkEaKpo3JnQ,"""Alan G Tanaka, DDS""",Mount Pleasant and Davisville,"""1849 Yonge St, Ste 811""",Toronto,ON,M4S 1Y2,43.696974,-79.3958391,5,3,1,Dentists;Health & Medical;General Dentistry
aaL1lgLyDwdP66TkS-XKHA,"""Empire Espresso""",Bickford Park,"""668 College Street""",Toronto,ON,M6G 1B8,43.6552908,-79.4166743,4,35,1,Food;Coffee & Tea
FvPwbTA2C3ccaqPyBCZZeQ,"""Redbox Canada""",Downtown Core,"""""",Toronto,ON,,43.653226,-79.3831843,4.5,3,1,Books;Mags;Music & Video;Shopping;Videos & Video Game Rental
GN4giapad7mI9PqWCQcqWQ,"""Alchemy Food & Drink""",Dufferin Grove,"""890 College Street""",Toronto,ON,M6H 1A3,43.65404489,-79.42508364,4,6,1,Bars;Cocktail Bars;Restaurants;Nightlife;Comfort Food;Wine Bars;Gastropubs;Burgers
F_Rk30DMHlWjGAzZvsrWaA,"""Evymama""",Corso Italia,"""1345 St Clair Avenue W""",Toronto,ON,M6E 1C3,43.6761344,-79.44984,3.5,9,1,Maternity Wear;Fashion;Baby Gear & Furniture;Shopping
dJnF_GUWdoX3tUucpKbYMg,"""Da Fu Seafood Cuisine 大福""",Scarborough,"""5651 Steeles Avenue E, Unit 1-3""",Toronto,ON,M1V 5P6,43.8317208,-79.2663275,2.5,60,1,Chinese;Dim Sum;Seafood;Restaurants
XxnnXca0ODSmMpS5QrWlCg,"""Taco Bell""",,"""3777 Keele Street""",Toronto,ON,M3J 1N5,43.7585522,-79.4896949,2,6,1,Specialty Food;Food
ZWZcaHzGcnBKZe1PLY7U0Q,"""Price War""",Seaton Village,"""564 Bloor St W""",Toronto,ON,M6G 1K1,43.6651476,-79.4116569,3.5,3,1,Discount Store;Shopping
8wUlW8b5yAoZifQWf-jABw,"""Berczy Park""",St. Lawrence,"""35 Wellington Street E""",Toronto,ON,M5E 1C6,43.648123,-79.375241,4.5,6,1,Active Life;Parks
V63RB78cOIBxED8KvsOcBQ,"""Tim Hortons""",,"""769 Yonge Street""",Toronto,ON,M4W 2G4,43.6711025,-79.3869623,3,9,1,Food;Restaurants;Breakfast & Brunch;Coffee & Tea;Sandwiches;Cafes
#NAME?,"""Brown Lancelot A""",Yorkville,"""40 Scollard Street, Unit 201""",Toronto,ON,M5R 3S1,43.6723548,-79.389471,4.5,7,1,General Dentistry;Health & Medical;Cosmetic Dentists;Dentists;Oral Surgeons
hUGsHeHHPfJ4gpj4LwHyXw,"""Classico Louie's Pizzeria""",Yonge and Eglinton,"""2549 Yonge Street""",Toronto,ON,M4P 2H9,43.713297,-79.399421,3.5,34,1,Pizza;Restaurants
xA_jg5bqqP50OYrRDm5nlg,"""Goorin Bros.""",Queen Street West,"""320 Queen St. West""",Toronto,ON,M5V 2A4,43.6493956,-79.3944533,4,7,1,Women's Clothing;Accessories;Shopping;Men's Clothing;Fashion;Hats
NEYMAeK1BeR2E_vELnEIDA,"""Quantum Coffee""",Downtown Core,"""460 King Street W""",Toronto,ON,M5V 1L7,43.6455535,-79.3953931,4,128,1,Food;Coffee & Tea
HeH4qL9xS_XYnAQh6Yu8JQ,"""Elite Appliance Parts and Service""",,"""1287 Caledonia Rd""",Toronto,ON,M6A 1V4,43.7227885,-79.4689512,1,8,1,Local Services;Appliances;Shopping;Home & Garden;Appliances & Repair
mXNiHOO_l3th041PP6DSSw,"""Bayview Mall Veterinary Clinic""",,"""3289 Bayview Avenue""",Toronto,ON,M2K 1G4,43.7890283,-79.3929166,3,5,1,Veterinarians;Pet Services;Pets
3Eim_I-dslIsamI96nYoIQ,"""Mastro Nick Pizzeria & Restaurant""",,"""1755 Keele St""",York,ON,M6M 3W9,43.6863341,-79.4731789,2,4,1,Restaurants;Pizza
JS1rTnGlYeudL5Jky82Ong,"""Toronto Eye Care""",Yorkville,"""55 Bloor Street W""",Toronto,ON,M4W 1A5,43.6695671,-79.3885937,4,5,1,Optometrists;Health & Medical;Shopping;Laser Eye Surgery/Lasik;Eyewear & Opticians
ArOn27hChWRXlf9MBRJ50g,"""Consulate General of the Federal Republic of Germany""",,"""2 Bloor Street E, 25th Floor""",Toronto,ON,M4W 1A8,43.6710659,-79.3857432,4.5,3,1,Public Services & Government;Embassy
pvt4OpBnydOjcgYBtvIBFw,"""Uppercut Meat Packers""",St. Lawrence,"""93 Front Street E""",Toronto,ON,M5E 1C3,43.6490516,-79.3717741,4,12,1,Butcher;Food
tf4FoM-A_I469qTUbLZs5Q,"""M Square Coffee Co""",Downtown Core,"""123 Queen Street W, Unit C24""",Toronto,ON,M5H 2M9,43.651134,-79.383527,4,41,1,Restaurants;Food;Cafes;Coffee & Tea;Specialty Food
MRXuq7bRQf_8k2ThB6HFdA,"""Niagara Falls Tours - BG Tours Canada""",Downtown Core,"""279 Yonge Street""",Toronto,ON,M5B 1N8,43.655556,-79.380598,3.5,10,1,Tours;Hotels & Travel;Travel Services
foyooqCVQ4SWp5d-hek0bQ,"""BAR Nail & Spa""",Yorkville,"""88 Davenport Road, Unit 2""",Toronto,ON,M5R 1H7,43.6732926,-79.3903505,4,16,1,Waxing;Beauty & Spas;Hair Removal;Day Spas;Nail Salons;Skin Care
ATsw5yU--5HU-KDdlfgH3A,"""Book City""",The Danforth,"""348 Danforth Avenue""",Toronto,ON,M4K 1N8,43.6775268,-79.3527756,3,8,1,Shopping;Bookstores;Books;Mags;Music & Video
DnePvvh3fzo0oH8GB2ChUQ,"""Shoppers Drug Mart""",Alexandra Park,"""524 Queen St W""",Toronto,ON,M5V 2B5,43.647818,-79.4023038,3.5,10,1,Drugstores;Shopping
uxU1vr5AhhkTQ83X0bpeyg,"""North York General Hospital""",Willowdale,"""555 Finch Avenue W""",Toronto,ON,M2R 1N5,43.7724535,-79.4481361,3,4,1,Medical Centers;Health & Medical;Hospitals
mU27Ab1fe3YhIfiRfRrTpw,"""Centennial College""",Scarborough,"""941 Progress Avenue""",Toronto,ON,M1G 3T8,43.785432,-79.226458,2.5,3,1,Colleges & Universities;Education
Y7Mt00v9wDhyz7k3AlXKzA,"""Pizzaville""",Bickford Park,"""796 College Street""",Toronto,ON,M6G 1C6,43.6547659,-79.4213507,3.5,7,1,Italian;Pizza;Restaurants
tPot_-RRGSRR3cNymUuW1w,"""Max Sports""",Milliken,"""4675 Steeles Avenue E, Unit 1C18""",Toronto,ON,M1V 4S5,43.824124,-79.302554,3,4,1,Sporting Goods;Shopping
WWlXdCH3SvUtEn8GTimZ-A,"""Body Blue""",Niagara,"""724 Queen Street W""",Toronto,ON,M6J 1E8,43.6461595,-79.4092235,4,7,1,Men's Clothing;Fashion;Women's Clothing;Shopping
uuaL6u0BxsF2hV9edZxYFg,"""Pavilion""",Beaconsfield Village,"""42 Gladstone Ave""",Toronto,ON,M6J 3K6,43.64379,-79.4279281,3,5,1,Shopping;Home & Garden;Furniture Stores
1gt0jOf1OWBwa3BR-I-QMA,"""The Russian Stone Mineral Gallery""",,"""Centrepoint Mall, 6464 Yonge Street""",North York,ON,M2M 3X4,43.7959531,-79.4222119,5,5,1,Shopping;Jewelry
jiwFt0i11UCJAieRcayHog,"""The Home Depot""",,"""90 Billy Bishop Way""",North York,ON,M3K 2C8,43.7318303,-79.4528202,2.5,10,1,Nurseries & Gardening;Shopping;Department Stores;Home & Garden;Fashion
FsR-tEu4vJdsqyB4KBb-Rg,"""Brady & Seidner Associate""",,"""801 Alness Street""",North York,ON,M3J 2H8,43.7781544,-79.4746965,5,3,1,Home Services;Plumbing;Contractors
MOlZoLqhy9cMFW5Fj8Wahg,"""Golden Iron Tattoo Studio - NorthYork""",,"""3453 Yonge Street""",Toronto,ON,M4N 2N3,43.7339593,-79.4042052,3,4,1,Tattoo;Beauty & Spas
ESgEep0sMWPBhWQqGSV7Lw,"""Ferris360""",Mount Pleasant and Davisville,"""1910 Yonge Street""",Toronto,ON,M4S 1Z5,43.698444,-79.3968137,5,4,1,Active Life;Fitness & Instruction;Gyms
doKOgq2hbQI2U5zj08cuPA,"""Sunnybrook Park""",,"""Sunnybrook Park""",North York,ON,M3C 2N1,43.7218001,-79.36235905,4.5,11,1,Active Life;Dog Parks;Parks
S7TMQ9OtWZHDVKHCa2vslw,"""Carnicero's Prime Meats & Fine Foods""",St. Lawrence,"""St-Lawrence Market, 93 Front Street E""",Toronto,ON,M5J 1Y4,43.6490516,-79.3717741,4,12,1,Food;Butcher;Specialty Food;Meat Shops
3dGLMkZbSS9g6u6dwr4cJg,"""Toronto Island Marina""",Harbourfront,"""Basin A, Inner Harbour Area, Toronto Island""",Toronto,ON,M5J 2G4,43.64112091,-79.3768692,4.5,5,1,Boating;Active Life
BDD3KYmlmOX1AnHjX4qOhg,"""Active Green & Ross Tire & Auto Centre""",,"""2115 Sheppard Avenue E""",North York,ON,M2J 1W6,43.7751108,-79.3336969,5,4,1,Automotive;Tires;Auto Repair
ycZRyUBfitNEkV_AKTnjYg,"""Barburrito - Yonge South""",Downtown Core,"""419 Yonge St""",Toronto,ON,M5B 1T1,43.6616128,-79.3831641,2.5,25,1,Restaurants;Fast Food;Mexican
lZzqKsqJm9ANUA8EZ7w19Q,"""Refinery Public House""",New Toronto,"""3039 Lake Shore Boulevard W""",Toronto,ON,M8V 1K5,43.5997903,-79.5091289,4,33,1,Gastropubs;Restaurants;Pubs;Nightlife;Cocktail Bars;Salad;Burgers;Diners;Bars
6ZQd9Pzs0gsZWbXrlZQCoA,"""Wilbe Bloomin""",Kensington Market,"""160 Baldwin Street""",Toronto,ON,M5T 3K7,43.6552887,-79.3998718,4,26,1,Flowers & Gifts;Event Planning & Services;Wedding Planning;Bridal;Shopping;Florists
WlAsrFAOuQtYT8Xuau58bQ,"""Metro""",,"""425 Bloor Street W""",Toronto,ON,M5S 1X6,43.6662654,-79.4050675,2,39,1,Grocery;Food
ClWJgVFGN-tAH-M3z3ax9g,"""Vi Pei Bistro""",Scarborough,"""3101 Kingston Road""",Toronto,ON,M1M,43.7272265,-79.2298702,4.5,20,1,Restaurants;Canadian (New)
#NAME?,"""B-Boss KTV""",Chinatown,"""283 Spadina Avenue, Suite 201""",Toronto,ON,M5T 2E3,43.6528237,-79.39798744,3,8,1,Bars;Nightlife
CM6UsfJONHCysF30FjOkQg,"""Cask Music""",Leslieville,"""1054 Queen Street E""",Toronto,ON,M4M 1K3,43.6616144,-79.337626,4.5,3,1,Shopping;Musical Instruments & Teachers
8rpkIPlk3gHGR2sULZbJAA,"""Ivan's Kitchen""",Chinatown,"""416 Spadina Ave, Chinatown""",Toronto,ON,M5T 2G7,43.6562726,-79.3996306,2.5,3,1,Restaurants;Chinese
KVpvE6pOPM9KMvak4HFsNg,"""Pizzeria Libretto""",Ossington Strip,"""221 Ossington Ave""",Toronto,ON,M6J 2Z8,43.6490017,-79.4203433,4,500,1,Restaurants;Pizza;Italian
p5gsi66W1-B0gOAq-SRcRA,"""Freshii""",,"""861 York Mills""",Toronto,ON,M3B 1Y2,43.7541991,-79.3513823,3,15,1,Restaurants;Vegetarian
OtAVXleSatkQeZn9Twg4Aw,"""00 Gelato""",Entertainment District,"""370 King Street W""",Toronto,ON,M5V 1J9,43.64631193,-79.3913293,4.5,51,1,Ice Cream & Frozen Yogurt;Desserts;Food;Restaurants;Waffles;Belgian
9tfw-OEfpF0qC2hSzRks6g,"""Hair of the Dog""",Church-Wellesley Village,"""425 Church Street""",Toronto,ON,M4Y 2C3,43.66294682,-79.37959287,4,289,1,Nightlife;Comfort Food;Bars;Pubs;Restaurants;Breakfast & Brunch
8wen3QWfwUx0Pr4IlXaGVg,"""Dora Keogh Irish Pub""",Riverdale,"""141 Danforth Ave""",Toronto,ON,M4K 1N2,43.6762447,-79.3573581,4,35,1,Nightlife;Bars;Irish;Restaurants;Pubs
Ee7fjlJdmLa4RJlzKunhrQ,"""Lucky Shrike""",Little Italy,"""850 Dundas Street""",Toronto,ON,M6J 1V5,43.651455,-79.4102008,5,10,1,Bars;Dive Bars;Cocktail Bars;Nightlife
EzC51yOetmrju2DPP72iRA,"""Hakata Shoryuken""",Willowdale,"""5321 Yonge Street""",Toronto,ON,M2N 5R4,43.77354264,-79.41379588,3.5,164,1,Restaurants;Japanese;Ramen
HZ1nss1kZrSMLSRQEo2vkQ,"""Henry VIII Ale House""",Swansea,"""2469 Bloor Street W""",Toronto,ON,M6S 1P7,43.6489788,-79.4849792,3.5,28,1,Restaurants;British
CqqrWP6-liXR3v6iqjmvQA,"""First Choice Haircutters""",High Park,"""1730 Bloor St W, High Park Plaza""",Toronto,ON,M6P 1B3,43.655251,-79.459262,4,7,1,Beauty & Spas;Hair Salons;Hair Stylists
WwGG-NPpxyyAB_H4UdyBbA,"""Proper Barbers""",Kensington Market,"""73 Kensington Avenue""",Toronto,ON,M5T 2K2,43.6545234,-79.4005358,4,14,1,Barbers;Beauty & Spas;Hair Salons
CVukRfIodxXZ9CZC8u_SuQ,"""Colonel Samuel Smith Park""",New Toronto,"""3131 Lake Shore Boulevard W""",Toronto,ON,M8V 1L4,43.59286439,-79.51554065,4.5,12,1,Skating Rinks;Skate Parks;Parks;Active Life
uXzHDmzG5mTcjP7IctinKQ,"""Sher-E-Punjab""",Riverdale,"""351 Danforth Avenue""",Toronto,ON,M4K 1N7,43.6773125,-79.3531015,4,63,1,Restaurants;Indian
_aAdOHPjGhUvDEX8G7NZvw,"""Dominion Process Servers""",Scarborough,"""1560 Brimley Rd, Ste 127""",Toronto,ON,M1P 3G9,43.7705212,-79.2616733,1.5,3,1,Local Services
